Chromosome	Begin	End	Size	Direction	Feature
chrXV	793335	793623	288	NA	<PUS7_>ESA1
chrXV	793624	794961	1337	+	ESA1
chrXV	794962	795168	206	NA	>ESA1_<DGA1
chrXV	795169	796425	1256	-	DGA1
chrXV	796426	796953	527	NA	<DGA1_<YOR246C
chrXV	796954	797937	983	-	YOR246C
chrXV	797938	798768	830	NA	<YOR246C_>SRL1
chrXV	798769	799401	632	+	SRL1
chrXV	799402	799766	364	NA	>SRL1_<APC5
chrXV	799767	801824	2057	-	APC5
chrXV	801825	802062	237	NA	<APC5_<CLP1
chrXV	802063	803400	1337	-	CLP1
chrXV	803401	803642	241	NA	<CLP1_<YOR251C
chrXV	803643	804557	914	-	YOR251C
chrXV	804558	804759	201	NA	<YOR251C_>TMA16
chrXV	804760	805296	536	+	TMA16
chrXV	805297	805469	172	NA	>TMA16_>NAT5
chrXV	805470	806000	530	+	NAT5
chrXV	806001	806124	123	NA	>NAT5_<SEC63
chrXV	806125	808116	1991	-	SEC63
chrXV	808117	808363	246	NA	<SEC63_>OSW1
chrXV	808364	809200	836	+	OSW1
chrXV	809201	809346	145	NA	>OSW1_<TRE2
chrXV	809347	811776	2429	-	TRE2
chrXV	811777	812100	323	NA	<TRE2_>CDC31
chrXV	812101	812586	485	+	CDC31
chrXV	812587	812763	176	NA	>CDC31_>HNT3
chrXV	812764	813417	653	+	HNT3
chrXV	813418	813487	69	NA	>HNT3_<RPT4
chrXV	813488	814801	1313	-	RPT4
chrXV	814802	815076	274	NA	<RPT4_>GCD1
chrXV	815077	816813	1736	+	GCD1
chrXV	816814	817007	193	NA	>GCD1_<RPN8
chrXV	817008	818024	1016	-	RPN8
chrXV	818025	818384	359	NA	<RPN8_>YOR262W
chrXV	818385	819428	1043	+	YOR262W
chrXV	819429	819958	529	NA	>YOR262W_>DSE3
chrXV	819959	821250	1291	+	DSE3
chrXV	821251	821545	294	NA	>DSE3_>RBL2
chrXV	821546	821866	320	+	RBL2
chrXV	821867	822114	247	NA	>RBL2_>PNT1
chrXV	822115	823386	1271	+	PNT1
chrXV	823387	823679	292	NA	>PNT1_<HRK1
chrXV	823680	825956	2276	-	HRK1
chrXV	825957	827473	1516	NA	<HRK1_>PAC1
chrXV	827474	828958	1484	+	PAC1
chrXV	828959	829140	181	NA	>PAC1_<VPH1
chrXV	829141	831663	2522	-	VPH1
chrXV	831664	832147	483	NA	<VPH1_<YOR271C
chrXV	832148	833131	983	-	YOR271C
chrXV	833132	833901	769	NA	<YOR271C_>YTM1
chrXV	833902	835284	1382	+	YTM1
chrXV	835285	835540	255	NA	>YTM1_<TPO4
chrXV	835541	837520	1979	-	TPO4
chrXV	837521	838762	1241	NA	<TPO4_>MOD5
chrXV	838763	840049	1286	+	MOD5
chrXV	840050	840172	122	NA	>MOD5_<RIM20
chrXV	840173	842158	1985	-	RIM20
chrXV	842159	842421	262	NA	<RIM20_>CAF20
chrXV	842422	842907	485	+	CAF20
chrXV	842908	843905	997	NA	>CAF20_>HEM4
chrXV	843906	844733	827	+	HEM4
chrXV	844734	844786	52	NA	>HEM4_<RFM1
chrXV	844787	845719	932	-	RFM1
chrXV	845720	846080	360	NA	<RFM1_<FSH3
chrXV	846081	846881	800	-	FSH3
chrXV	846882	847357	475	NA	<FSH3_<PLP2
chrXV	847358	848218	860	-	PLP2
chrXV	848219	848541	322	NA	<PLP2_>YOR283W
chrXV	848542	849234	692	+	YOR283W
chrXV	849235	849566	331	NA	>YOR283W_>HUA2
chrXV	849567	850298	731	+	HUA2
chrXV	850299	850723	424	NA	>HUA2_>YOR285W
chrXV	850724	851143	419	+	YOR285W
chrXV	851144	851368	224	NA	>YOR285W_>YOR286W
chrXV	851369	851818	449	+	YOR286W
chrXV	851819	852025	206	NA	>YOR286W_<YOR287C
chrXV	852026	852928	902	-	YOR287C
chrXV	852929	853209	280	NA	<YOR287C_<MPD1
chrXV	853210	854166	956	-	MPD1
chrXV	854167	854445	278	NA	<MPD1_>YOR289W
chrXV	854446	855201	755	+	YOR289W
chrXV	855202	855275	73	NA	>YOR289W_<tA(UGC)O
chrXV	855276	855348	72	-	tA(UGC)O
chrXV	855349	856235	886	NA	<tA(UGC)O_<SNF2
chrXV	856236	861347	5111	-	SNF2
chrXV	861348	862263	915	NA	<SNF2_>YOR291W
chrXV	862264	866682	4418	+	YOR291W
chrXV	866683	866741	58	NA	>YOR291W_<YOR292C
chrXV	866742	867671	929	-	YOR292C
chrXV	867672	868192	520	NA	<YOR292C_>RPS10A
chrXV	868193	868238	310	+	RPS10A
chrXV	868239	868675	436	NA	>RPS10A_intron_>RPS10A
chrXV	868676	868941	310	+	RPS10A
chrXV	868942	869428	486	NA	>RPS10A_>RRS1
chrXV	869429	870040	611	+	RRS1
chrXV	870041	870284	243	NA	>RRS1_>UAF30
chrXV	870285	870911	626	+	UAF30
chrXV	870912	871290	378	NA	>UAF30_>YOR296W
chrXV	871291	875160	3869	+	YOR296W
chrXV	875161	875831	670	NA	>YOR296W_<TIM18
chrXV	875832	876410	578	-	TIM18
chrXV	876411	876687	276	NA	<TIM18_>MUM3
chrXV	876688	878127	1439	+	MUM3
chrXV	878128	878318	190	NA	>MUM3_<MBF1
chrXV	878319	878774	455	-	MBF1
chrXV	878775	879523	748	NA	<MBF1_>BUD7
chrXV	879524	881764	2240	+	BUD7
chrXV	881765	882053	288	NA	>BUD7_>RAX1
chrXV	882054	883361	1307	+	RAX1
chrXV	883362	883853	491	NA	>RAX1_>YOR302W
chrXV	883854	883931	77	+	YOR302W
chrXV	883932	883987	55	NA	>YOR302W_>CPA1
chrXV	883988	885223	1235	+	CPA1
chrXV	885224	885602	378	NA	>CPA1_>ISW2
chrXV	885603	888965	3362	+	ISW2
chrXV	888966	889608	642	NA	>ISW2_<YOR304C-A
chrXV	889609	889839	230	-	YOR304C-A
chrXV	889840	890111	271	NA	<YOR304C-A_>YOR305W
chrXV	890112	890840	728	+	YOR305W
chrXV	890841	890956	115	NA	>YOR305W_<MCH5
chrXV	890957	892522	1565	-	MCH5
chrXV	892523	893820	1297	NA	<MCH5_<SLY41
chrXV	893821	895182	1361	-	SLY41
chrXV	895183	895713	530	NA	<SLY41_<SNU66
chrXV	895714	897477	1763	-	SNU66
chrXV	897478	897914	436	NA	<SNU66_<NOP58
chrXV	897915	899450	1535	-	NOP58
chrXV	899451	900145	694	NA	<NOP58_<HSD1
chrXV	900146	901018	872	-	HSD1
chrXV	901019	901339	320	NA	<HSD1_<RPL20B
chrXV	901340	901780	440	-	RPL20B
chrXV	901781	902947	1166	NA	<RPL20B_<SPS4
chrXV	902948	903964	1016	-	SPS4
chrXV	903965	905849	1884	NA	<SPS4_>SFG1
chrXV	905850	906890	1040	+	SFG1
chrXV	906891	907325	434	NA	>SFG1_<COT1
chrXV	907326	908645	1319	-	COT1
chrXV	908646	910432	1786	NA	<COT1_>FAA1
chrXV	910433	912535	2102	+	FAA1
chrXV	912536	913911	1375	NA	>FAA1_>HSH49
chrXV	913912	914553	641	+	HSH49
chrXV	914554	914708	154	NA	>HSH49_<GNT1
chrXV	914709	916184	1475	-	GNT1
chrXV	916185	917119	934	NA	<GNT1_>PMT3
chrXV	917120	919381	2261	+	PMT3
chrXV	919382	919695	313	NA	>PMT3_<LDB19
chrXV	919696	922152	2456	-	LDB19
chrXV	922153	922624	471	NA	<LDB19_<PRO2
chrXV	922625	923995	1370	-	PRO2
chrXV	923996	924321	325	NA	<PRO2_<FRT1
chrXV	924322	926130	1808	-	FRT1
chrXV	926131	926810	679	NA	<FRT1_>MYO2
chrXV	926811	931535	4724	+	MYO2
chrXV	931536	931823	287	NA	>MYO2_<SNC2
chrXV	931824	932171	347	-	SNC2
chrXV	932172	932892	720	NA	<SNC2_>PDR10
chrXV	932893	937587	4694	+	PDR10
chrXV	937588	937820	232	NA	>PDR10_<SCD5
chrXV	937821	940439	2618	-	SCD5
chrXV	940440	940710	270	NA	<SCD5_<MIP1
chrXV	940711	944553	3842	-	MIP1
chrXV	944554	944745	191	NA	<MIP1_>VMA4
chrXV	944746	945447	701	+	VMA4
chrXV	945448	945684	236	NA	>VMA4_>MRS2
chrXV	945685	945936	251	+	MRS2
chrXV	945937	946022	85	NA	>MRS2_>unannotated
chrXV	946023	947435	1412	+	unannotated
chrXV	947436	947659	223	NA	>unannotated_<ALA1
chrXV	947660	950749	3089	-	ALA1
chrXV	950750	951199	449	NA	<ALA1_>KRE5
chrXV	951200	955297	4097	+	KRE5
chrXV	955298	955815	517	NA	>KRE5_>TEA1
chrXV	955816	958095	2279	+	TEA1
chrXV	958096	958369	273	NA	>TEA1_>YOR338W
chrXV	958370	959461	1091	+	YOR338W
chrXV	959462	959833	371	NA	>YOR338W_<UBC11
chrXV	959834	960304	470	-	UBC11
chrXV	960305	960673	368	NA	<UBC11_<RPA43
chrXV	960674	961654	980	-	RPA43
chrXV	961655	962458	803	NA	<RPA43_>RPA190
chrXV	962459	967453	4994	+	RPA190
chrXV	967454	968137	683	NA	>RPA190_<YOR342C
chrXV	968138	969097	959	-	YOR342C
chrXV	969098	973322	4224	NA	<YOR342C_>unannotated
chrXV	973323	977363	4040	+	unannotated
chrXV	977364	977892	528	NA	>unannotated_>tM(CAU)O2
chrXV	977893	977965	72	+	tM(CAU)O2
chrXV	977966	978664	698	NA	>tM(CAU)O2_<TYE7
chrXV	978665	979540	875	-	TYE7
chrXV	979541	982153	2612	NA	<TYE7_>tP(UGG)O3
chrXV	982154	982190	72	+	tP(UGG)O3
chrXV	982191	982221	30	NA	>tP(UGG)O3_intron_>tP(UGG)O3
chrXV	982222	982258	72	+	tP(UGG)O3
chrXV	982259	983298	1039	NA	>tP(UGG)O3_>REV1
chrXV	983299	986256	2957	+	REV1
chrXV	986257	986412	155	NA	>REV1_<PYK2
chrXV	986413	987933	1520	-	PYK2
chrXV	987934	988369	435	NA	<PYK2_<PUT4
chrXV	988370	990253	1883	-	PUT4
chrXV	990254	991259	1005	NA	<PUT4_>CIN1
chrXV	991260	994304	3044	+	CIN1
chrXV	994305	994334	29	NA	>CIN1_<MNE1
chrXV	994335	996326	1991	-	MNE1
chrXV	996327	996488	161	NA	<MNE1_<MEK1
chrXV	996489	997982	1493	-	MEK1
chrXV	997983	998683	700	NA	<MEK1_>YOR352W
chrXV	998684	999715	1031	+	YOR352W
chrXV	999716	999923	207	NA	>YOR352W_<SOG2
chrXV	999924	1002299	2375	-	SOG2
chrXV	1002300	1002617	317	NA	<SOG2_<MSC6
chrXV	1002618	1004696	2078	-	MSC6
chrXV	1004697	1006607	1910	NA	<MSC6_>GDS1
chrXV	1006608	1008176	1568	+	GDS1
chrXV	1008177	1008691	514	NA	>GDS1_>YOR356W
chrXV	1008692	1010587	1895	+	YOR356W
chrXV	1010588	1010694	106	NA	>YOR356W_<SNX3
chrXV	1010695	1011183	488	-	SNX3
chrXV	1011184	1011631	447	NA	<SNX3_>HAP5
chrXV	1011632	1012360	728	+	HAP5
chrXV	1012361	1012659	298	NA	>HAP5_>VTS1
chrXV	1012660	1014231	1571	+	VTS1
chrXV	1014232	1014711	479	NA	>VTS1_<PDE2
chrXV	1014712	1016292	1580	-	PDE2
chrXV	1016293	1016831	538	NA	<PDE2_<PRT1
chrXV	1016832	1019123	2291	-	PRT1
chrXV	1019124	1019350	226	NA	<PRT1_<PRE10
chrXV	1019351	1020217	866	-	PRE10
chrXV	1020218	1021692	1474	NA	<PRE10_<PIP2
chrXV	1021693	1024683	2990	-	PIP2
chrXV	1024684	1024931	247	NA	<PIP2_<YOR365C
chrXV	1024932	1027043	2111	-	YOR365C
chrXV	1027044	1027477	433	NA	<YOR365C_>SCP1
chrXV	1027478	1028080	602	+	SCP1
chrXV	1028081	1028313	232	NA	>SCP1_>RAD17
chrXV	1028314	1029519	1205	+	RAD17
chrXV	1029520	1029664	144	NA	>RAD17_<RPS12
chrXV	1029665	1030096	431	-	RPS12
chrXV	1030097	1030653	556	NA	<RPS12_<MRS6
chrXV	1030654	1032465	1811	-	MRS6
chrXV	1032466	1032959	493	NA	<MRS6_<GPB1
chrXV	1032960	1035653	2693	-	GPB1
chrXV	1035654	1036277	623	NA	<GPB1_<NDD1
chrXV	1036278	1037942	1664	-	NDD1
chrXV	1037943	1038304	361	NA	<NDD1_>NUD1
chrXV	1038305	1040860	2555	+	NUD1
chrXV	1040861	1041310	449	NA	>NUD1_>ALD4
chrXV	1041311	1042870	1559	+	ALD4
chrXV	1042871	1043148	277	NA	>ALD4_<GDH1
chrXV	1043149	1044513	1364	-	GDH1
chrXV	1044514	1047696	3182	NA	<GDH1_>ATF1
chrXV	1047697	1049274	1577	+	ATF1
chrXV	1049275	1050981	1706	NA	>ATF1_>YOR378W
chrXV	1050982	1052529	1547	+	YOR378W
chrXV	1052530	1052760	230	NA	>YOR378W_>RDR1
chrXV	1052761	1054401	1640	+	RDR1
chrXV	1054402	1057015	2613	NA	>RDR1_>FRE3
chrXV	1057016	1059151	2135	+	FRE3
chrXV	1059152	1061001	1849	NA	>FRE3_>FIT2
chrXV	1061002	1061463	461	+	FIT2
chrXV	1061464	1061911	447	NA	>FIT2_<FIT3
chrXV	1061912	1062526	614	-	FIT3
chrXV	1062527	1063034	507	NA	<FIT3_>FRE5
chrXV	1063035	1065119	2084	+	FRE5
chrXV	1065120	1066513	1393	NA	>FRE5_>YOR385W
chrXV	1066514	1067386	872	+	YOR385W
chrXV	1067387	1068309	922	NA	>YOR385W_>PHR1
chrXV	1068310	1070007	1697	+	PHR1
chrXV	1070008	1071091	1083	NA	>PHR1_<YOR387C
chrXV	1071092	1071712	620	-	YOR387C
chrXV	1071713	1073263	1550	NA	<YOR387C_<FDH1
chrXV	1073264	1074394	1130	-	FDH1
chrXV	1074395	1075682	1287	NA	<FDH1_>YOR389W
chrXV	1075683	1077557	1874	+	YOR389W
chrXV	1077558	1078253	695	NA	>YOR389W_>YOR390W
chrXV	1078254	1078910	656	+	YOR390W
chrXV	1078911	1079420	509	NA	>YOR390W_<HSP33
chrXV	1079421	1080134	713	-	HSP33
chrXV	1080135	1081152	1017	NA	<HSP33_>ERR1
chrXV	1081153	1082466	1313	+	ERR1
chrXV	1082467	1082526	59	NA	>ERR1_>unannotated
chrXV	1082527	1083258	731	+	unannotated
chrXV	1083259	1084386	1127	NA	>unannotated_>unannotated
chrXV	1084387	1084881	494	+	unannotated
chrXV	1084882	1087140	2258	NA	>unannotated_>unannotated
chrXV	1087141	1087526	385	+	unannotated
chrXV	1087483	1089061	1578	+	unannotated
chrXV	1087527	1087482	-45	NA	>unannotated_>unannotated
chrXV	1089062	1089757	695	NA	>unannotated_>unannotated
chrXV	1089758	1090834	1076	+	unannotated
chrXV	1090835	1091572	737	NA	>unannotated_>unannotated
chrXV	1091573	1092886	1313	+	unannotated
chrXV	1092887	1094056	1169	NA	>unannotated_>unannotated
chrXV	1094057	1094551	494	+	unannotated
chrXV	1094552	1096730	2178	NA	>unannotated_>unannotated
chrXV	1096731	1101113	4382	+	unannotated
chrXV	1101101	1102201	1100	+	unannotated
chrXV	1101114	1101100	-14	NA	>unannotated_>unannotated
chrXV	1102202	1105230	3028	NA	>unannotated_>unannotated
chrXV	1105231	1105659	428	+	unannotated
chrXV	1105660	1105753	93	NA	>unannotated_>unannotated
chrXV	1105754	1107601	1847	+	unannotated
chrXV	1107602	1107767	165	NA	>unannotated_>unannotated
chrXV	1107768	1108329	561	+	unannotated
chrXV	1108330	1113330	5000	NA	>unannotated_endChrXV
chrXVI	0	567	567	NA	beginChrXVI_>unannotated
chrXVI	567	19631	19064	+	unannotated
chrXVI	19632	23489	3857	NA	>unannotated_>unannotated
chrXVI	23490	25253	1763	+	unannotated
chrXVI	25254	25638	384	NA	>unannotated_>SAM4
chrXVI	25639	26616	977	+	SAM4
chrXVI	26617	27162	545	NA	>SAM4_<YPL272C
chrXVI	27163	28716	1553	-	YPL272C
chrXVI	28717	30630	1913	NA	<YPL272C_>ATP15
chrXVI	30631	30819	188	+	ATP15
chrXVI	30820	30892	72	NA	>ATP15_>MDL2
chrXVI	30893	33355	2462	+	MDL2
chrXVI	33356	33564	208	NA	>MDL2_>KAR9
chrXVI	33565	35499	1934	+	KAR9
chrXVI	35500	35787	287	NA	>KAR9_>PLC1
chrXVI	35788	38397	2609	+	PLC1
chrXVI	38398	38720	322	NA	>PLC1_>ACM1
chrXVI	38721	39350	629	+	ACM1
chrXVI	39351	39672	321	NA	>ACM1_>DIM1
chrXVI	39673	40629	956	+	DIM1
chrXVI	40630	41594	964	NA	>DIM1_>DIP5
chrXVI	41595	43421	1826	+	DIP5
chrXVI	43422	43834	412	NA	>DIP5_<YPL264C
chrXVI	43835	44896	1061	-	YPL264C
chrXVI	44897	45101	204	NA	<YPL264C_<KEL3
chrXVI	45102	47057	1955	-	KEL3
chrXVI	47058	47884	826	NA	<KEL3_>FUM1
chrXVI	47885	49351	1466	+	FUM1
chrXVI	49352	49851	499	NA	>FUM1_>YPL260W
chrXVI	49852	51507	1655	+	YPL260W
chrXVI	51508	51792	284	NA	>YPL260W_<APM1
chrXVI	51793	53220	1427	-	APM1
chrXVI	53221	54046	825	NA	<APM1_<THI21
chrXVI	54047	55768	1721	-	THI21
chrXVI	55769	56717	948	NA	<THI21_<tW(CCA)P
chrXVI	56718	56754	72	-	tW(CCA)P
chrXVI	56755	56786	31	NA	<tW(CCA)P_intron_<tW(CCA)P
chrXVI	56787	56823	72	-	tW(CCA)P
chrXVI	56824	57296	472	NA	<tW(CCA)P_>unannotated
chrXVI	57297	58619	1322	+	unannotated
chrXVI	58620	61982	3362	NA	>unannotated_<unannotated
chrXVI	61983	66780	4797	-	unannotated
chrXVI	66781	67186	405	NA	<unannotated_>tN(GUU)P
chrXVI	67187	67260	73	+	tN(GUU)P
chrXVI	67261	67494	233	NA	>tN(GUU)P_<MEP3
chrXVI	67495	68964	1469	-	MEP3
chrXVI	68965	69666	701	NA	<MEP3_<VPS66
chrXVI	69667	70569	902	-	VPS66
chrXVI	70570	70901	331	NA	<VPS66_>TAZ1
chrXVI	70902	72047	1145	+	TAZ1
chrXVI	72048	72244	196	NA	>TAZ1_<KAR3
chrXVI	72245	74434	2189	-	KAR3
chrXVI	74435	74833	398	NA	<KAR3_>RRP15
chrXVI	74834	75586	752	+	RRP15
chrXVI	75587	76039	452	NA	>RRP15_>tI(AAU)P1
chrXVI	76040	76113	73	+	tI(AAU)P1
chrXVI	76114	76275	161	NA	>tI(AAU)P1_<NOC4
chrXVI	76276	77934	1658	-	NOC4
chrXVI	77935	79130	1195	NA	<NOC4_>ASN1
chrXVI	79131	80849	1718	+	ASN1
chrXVI	80850	81200	350	NA	>ASN1_<YPR145C-A
chrXVI	81201	81437	236	-	YPR145C-A
chrXVI	81438	82155	717	NA	<YPR145C-A_<YPR147C
chrXVI	82156	83070	914	-	YPR147C
chrXVI	83071	83349	278	NA	<YPR147C_<YPR148C
chrXVI	83350	84639	1289	-	YPR148C
chrXVI	84640	86428	1788	NA	<YPR148C_>NCE102
chrXVI	86429	86950	521	+	NCE102
chrXVI	86951	87565	614	NA	>NCE102_<SUE1
chrXVI	87566	88186	620	-	SUE1
chrXVI	88187	88571	384	NA	<SUE1_<YPR152C
chrXVI	88572	89969	1397	-	YPR152C
chrXVI	89970	90199	229	NA	<YPR152C_>YPR153W
chrXVI	90200	90204	421	+	YPR153W
chrXVI	90205	90338	133	NA	>YPR153W_intron_>YPR153W
chrXVI	90339	90756	421	+	YPR153W
chrXVI	90757	91075	318	NA	>YPR153W_>PIN3
chrXVI	91076	91723	647	+	PIN3
chrXVI	91724	92073	349	NA	>PIN3_<NCA2
chrXVI	92074	93924	1850	-	NCA2
chrXVI	93925	94419	494	NA	<NCA2_<TPO3
chrXVI	94420	96288	1868	-	TPO3
chrXVI	96289	97816	1527	NA	<TPO3_>YPR157W
chrXVI	97817	99220	1403	+	YPR157W
chrXVI	99221	99812	591	NA	>YPR157W_>YPR158W
chrXVI	99813	100571	758	+	YPR158W
chrXVI	100572	101259	687	NA	>YPR158W_>unannotated
chrXVI	101260	106531	5271	+	unannotated
chrXVI	106532	107521	989	NA	>unannotated_>tA(AGC)P
chrXVI	107522	107594	72	+	tA(AGC)P
chrXVI	107595	108202	607	NA	>tA(AGC)P_>KRE6
chrXVI	108203	110365	2162	+	KRE6
chrXVI	110366	110998	632	NA	>KRE6_>tG(GCC)P1
chrXVI	110999	111069	70	+	tG(GCC)P1
chrXVI	111070	111925	855	NA	>tG(GCC)P1_>GPH1
chrXVI	111926	114634	2708	+	GPH1
chrXVI	114635	115068	433	NA	>GPH1_<SGV1
chrXVI	115069	117042	1973	-	SGV1
chrXVI	117043	117334	291	NA	<SGV1_<ORC4
chrXVI	117335	118924	1589	-	ORC4
chrXVI	118925	119264	339	NA	<ORC4_<TIF3
chrXVI	119265	120575	1310	-	TIF3
chrXVI	120576	121322	746	NA	<TIF3_>MMS1
chrXVI	121323	125546	4223	+	MMS1
chrXVI	125547	125987	440	NA	>MMS1_>RHO1
chrXVI	125988	126617	629	+	RHO1
chrXVI	126618	126901	283	NA	>RHO1_<MRP2
chrXVI	126902	127249	347	-	MRP2
chrXVI	127250	127466	216	NA	<MRP2_<MET16
chrXVI	127467	128252	785	-	MET16
chrXVI	128253	128695	442	NA	<MET16_>NUT2
chrXVI	128696	129169	473	+	NUT2
chrXVI	129170	129243	73	NA	>NUT2_>JIP5
chrXVI	129244	130788	1544	+	JIP5
chrXVI	130789	130915	126	NA	>JIP5_<tI(AAU)P2
chrXVI	130916	130989	73	-	tI(AAU)P2
chrXVI	130990	133858	2868	NA	<tI(AAU)P2_>YPR170W-B
chrXVI	133859	134215	356	+	YPR170W-B
chrXVI	134216	134447	231	NA	>YPR170W-B_>BSP1
chrXVI	134448	136178	1730	+	BSP1
chrXVI	136179	136415	236	NA	>BSP1_>YPR172W
chrXVI	136416	137018	602	+	YPR172W
chrXVI	137019	137143	124	NA	>YPR172W_<VPS4
chrXVI	137144	138457	1313	-	VPS4
chrXVI	138458	138662	204	NA	<VPS4_<YPR174C
chrXVI	138663	139328	665	-	YPR174C
chrXVI	139329	139584	255	NA	<YPR174C_>DPB2
chrXVI	139585	141663	2078	+	DPB2
chrXVI	141664	141720	56	NA	>DPB2_<BET2
chrXVI	141721	142698	977	-	BET2
chrXVI	142699	142957	258	NA	<BET2_>PRP4
chrXVI	142958	144349	1391	+	PRP4
chrXVI	144350	144416	66	NA	>PRP4_<HDA3
chrXVI	144417	146384	1967	-	HDA3
chrXVI	146385	146580	195	NA	<HDA3_>AOS1
chrXVI	146581	147624	1043	+	AOS1
chrXVI	147625	147980	355	NA	>AOS1_<SEC23
chrXVI	147981	150287	2306	-	SEC23
chrXVI	150288	150831	543	NA	<SEC23_>SMX3
chrXVI	150832	151062	230	+	SMX3
chrXVI	151063	151374	311	NA	>SMX3_>DPM1
chrXVI	151375	152178	803	+	DPM1
chrXVI	152179	152663	484	NA	>DPM1_>GDB1
chrXVI	152664	157274	4610	+	GDB1
chrXVI	157275	157837	562	NA	>GDB1_>ATG13
chrXVI	157838	160054	2216	+	ATG13
chrXVI	160055	160352	297	NA	>ATG13_<PZF1
chrXVI	160353	161642	1289	-	PZF1
chrXVI	161643	161876	233	NA	<PZF1_>RPO26
chrXVI	161877	161896	466	+	RPO26
chrXVI	161897	161972	75	NA	>RPO26_intron_>RPO26
chrXVI	161973	162420	466	+	RPO26
chrXVI	162421	162607	186	NA	>RPO26_<MLC2
chrXVI	162608	163099	491	-	MLC2
chrXVI	163100	163283	183	NA	<MLC2_>SKI3
chrXVI	163284	167582	4298	+	SKI3
chrXVI	167583	167696	113	NA	>SKI3_<RPC82
chrXVI	167697	169661	1964	-	RPC82
chrXVI	169662	170000	338	NA	<RPC82_>QCR2
chrXVI	170001	171107	1106	+	QCR2
chrXVI	171108	172479	1371	NA	>QCR2_>AQY1
chrXVI	172480	173397	917	+	AQY1
chrXVI	173398	173528	130	NA	>AQY1_<HPA2
chrXVI	173529	173999	470	-	HPA2
chrXVI	174000	174923	923	NA	<HPA2_<OPT2
chrXVI	174924	177557	2633	-	OPT2
chrXVI	177558	181995	4437	NA	<OPT2_>YPR196W
chrXVI	181996	183408	1412	+	YPR196W
chrXVI	183409	184722	1313	NA	>YPR196W_>SGE1
chrXVI	184723	186300	1577	+	SGE1
chrXVI	186301	188767	2466	NA	>SGE1_<ARR1
chrXVI	188768	189652	884	-	ARR1
chrXVI	189653	189898	245	NA	<ARR1_<ARR2
chrXVI	189899	190291	392	-	ARR2
chrXVI	190292	190592	300	NA	<ARR2_>ARR3
chrXVI	190593	191780	1187	+	ARR3
chrXVI	191781	193991	2210	NA	>ARR3_>YPR202W
chrXVI	193992	194516	524	+	YPR202W
chrXVI	194517	195222	705	NA	>YPR202W_>unannotated
chrXVI	195223	198321	3098	+	unannotated
chrXVI	198322	201562	3240	NA	>unannotated_>unannotated
chrXVI	201563	204127	2564	+	unannotated
chrXVI	204128	206798	2670	NA	>unannotated_>unannotated
chrXVI	206799	209897	3098	+	unannotated
chrXVI	209898	212568	2670	NA	>unannotated_>unannotated
chrXVI	212569	215667	3098	+	unannotated
chrXVI	215668	218338	2670	NA	>unannotated_>unannotated
chrXVI	218339	221425	3086	+	unannotated
chrXVI	221426	222049	623	NA	>unannotated_>unannotated
chrXVI	222050	222574	524	+	unannotated
chrXVI	222575	223138	563	NA	>unannotated_>unannotated
chrXVI	223139	223606	467	+	unannotated
chrXVI	223591	224883	1292	+	unannotated
chrXVI	223607	223590	-17	NA	>unannotated_>unannotated
chrXVI	224884	225025	141	NA	>unannotated_>unannotated
chrXVI	225026	225835	809	+	unannotated
chrXVI	225836	226990	1154	NA	>unannotated_>unannotated
chrXVI	226991	232259	5268	+	unannotated
chrXVI	232260	233521	1261	NA	>unannotated_>YPL257W
chrXVI	233522	234103	581	+	YPL257W
chrXVI	234104	235219	1115	NA	>YPL257W_<CLN2
chrXVI	235220	236857	1637	-	CLN2
chrXVI	236858	237967	1109	NA	<CLN2_>BBP1
chrXVI	237968	239125	1157	+	BBP1
chrXVI	239126	239727	601	NA	>BBP1_>HFI1
chrXVI	239728	241194	1466	+	HFI1
chrXVI	241195	241305	110	NA	>HFI1_<VIK1
chrXVI	241306	243249	1943	-	VIK1
chrXVI	243250	243605	355	NA	<VIK1_<YAH1
chrXVI	243606	244124	518	-	YAH1
chrXVI	244125	244550	425	NA	<YAH1_<ICY2
chrXVI	244551	244961	410	-	ICY2
chrXVI	244962	245940	978	NA	<ICY2_<RPL36B
chrXVI	245941	246228	287	-	RPL36B
chrXVI	246229	246908	679	NA	<RPL36B_<GYP5
chrXVI	246909	249593	2684	-	GYP5
chrXVI	249594	249950	356	NA	<GYP5_<GAL4
chrXVI	249951	252596	2645	-	GAL4
chrXVI	252597	252864	267	NA	<GAL4_<YPL247C
chrXVI	252865	254436	1571	-	YPL247C
chrXVI	254437	254748	311	NA	<YPL247C_<RBD2
chrXVI	254749	255537	788	-	RBD2
chrXVI	255538	255825	287	NA	<RBD2_>YPL245W
chrXVI	255826	257190	1364	+	YPL245W
chrXVI	257191	257253	62	NA	>YPL245W_<HUT1
chrXVI	257254	258273	1019	-	HUT1
chrXVI	258274	258756	482	NA	<HUT1_>SRP68
chrXVI	258757	260556	1799	+	SRP68
chrXVI	260557	260861	304	NA	>SRP68_<IQG1
chrXVI	260862	265349	4487	-	IQG1
chrXVI	265350	265611	261	NA	<IQG1_<CIN2
chrXVI	265612	266394	782	-	CIN2
chrXVI	266395	266735	340	NA	<CIN2_<HSP82
chrXVI	266736	268865	2129	-	HSP82
chrXVI	268866	269723	857	NA	<HSP82_>YAR1
chrXVI	269724	270326	602	+	YAR1
chrXVI	270327	270735	408	NA	>YAR1_>SUI3
